ts;externalTemperature;humidity;light;motion;temperature;vdd
1596575803634;19.6;55;0;3;21.6;3564
1596576105236;19.7;55;0;2;21.6;3564
1596576405241;19.6;55;0;3;21.6;3564
1596576703441;19.6;55;0;2;21.6;3564
1596577009048;19.6;55;0;3;21.6;3561
1596577303798;19.6;55;0;2;21.5;3564
1596577602605;19.6;55;0;3;21.5;3561
1596577903732;19.7;55;0;2;21.6;3564
1596578204786;19.6;55;0;3;21.5;3561
1596578505981;19.7;55;0;2;21.6;3564
1596578803174;19.6;55;0;3;21.5;3564
1596579105834;19.7;55;0;2;21.5;3561
1596579402663;19.7;55;0;3;21.5;3564
1596579703534;19.6;55;0;2;21.5;3561
1596580006389;19.6;56;0;3;21.5;3561
1596580304591;19.6;55;0;2;21.5;3564
1596580603911;19.5;55;0;3;21.5;3564
1596580904845;19.6;56;0;2;21.5;3564
1596581202315;19.5;56;0;3;21.5;3564
1596581502935;19.5;56;0;2;21.5;3564
1596581803606;19.6;56;0;3;21.5;3561
1596582104848;19.6;56;0;2;21.5;3564
1596582403588;19.5;56;0;3;21.5;3564
1596582705205;19.5;56;0;2;21.5;3561
1596583002984;19.6;56;0;3;21.5;3561
1596583304556;19.6;56;0;2;21.4;3564
1596583602657;19.5;56;0;3;21.5;3564
1596583903443;19.6;56;0;2;21.5;3564
1596584203423;19.6;56;0;3;21.5;3561
1596584504407;19.5;56;0;2;21.5;3561
1596584803783;19.6;56;0;3;21.4;3564
1596585103212;19.5;56;0;2;21.5;3561
1596585402195;19.6;56;0;3;21.5;3561
1596585703343;19.5;56;0;2;21.5;3564
1596586004416;19.5;56;0;3;21.4;3564
1596586303354;19.6;56;0;2;21.5;3561
1596586602755;19.6;56;0;3;21.4;3561
1596586902239;19.5;56;0;2;21.4;3561
1596587202389;19.7;56;0;3;21.5;3561
1596587512871;19.4;56;0;2;21.5;3561
1596587804100;19.5;56;0;3;21.4;3561
1596588102823;19.5;56;0;2;21.4;3561
1596588402373;19.5;56;0;3;21.4;3561
1596588703588;19.4;56;0;2;21.4;3564
1596589005429;19.6;56;0;3;21.4;3564
1596589304018;19.5;56;0;2;21.4;3564
1596589604734;19.5;56;0;3;21.4;3561
1596589902601;19.5;56;0;2;21.4;3564
1596590203329;19.6;56;0;3;21.4;3561
1596590504188;19.5;56;0;2;21.4;3561
1596590803779;19.4;56;0;3;21.4;3561
1596591101561;19.5;56;0;2;21.4;3564
1596591401402;19.5;56;0;3;21.4;3564
1596591702598;19.4;56;0;2;21.4;3561
1596592003052;19.6;55;0;3;21.4;3561
1596592305225;19.5;56;0;2;21.4;3564
1596592604147;19.4;56;0;3;21.4;3561
1596592902854;19.4;55;1;2;21.4;3564
1596593202340;19.5;56;1;3;21.4;3564
1596593502333;19.5;55;1;2;21.4;3561
1596593802504;19.6;55;1;3;21.4;3561
1596594101602;19.5;55;1;2;21.4;3564
1596594402509;19.5;55;1;3;21.4;3561
1596594703578;19.5;55;2;2;21.3;3561
1596595003266;19.5;55;2;3;21.4;3561
1596595304058;19.4;55;2;2;21.4;3564
1596595602364;19.4;55;2;3;21.4;3561
1596595902846;19.5;55;2;2;21.4;3561
1596596202531;19.4;55;3;3;21.4;3564
1596596501816;19.4;55;3;2;21.3;3561
1596596801216;19.4;55;4;3;21.4;3564
1596597102318;19.5;55;5;2;21.4;3561
1596597403531;19.5;55;5;3;21.4;3561
1596597702544;19.5;55;5;2;21.4;3561
1596598000975;19.5;55;6;3;21.3;3561
1596598301179;19.5;55;6;2;21.4;3561
1596598602388;19.5;55;6;3;21.4;3564
1596598901742;19.5;55;6;2;21.4;3561
1596599201717;19.6;55;6;3;21.4;3561
1596599502097;19.6;55;4;2;21.3;3561
1596599804075;19.5;55;4;3;21.4;3564
1596600103057;19.6;55;6;2;21.4;3561
1596600403336;19.6;55;5;3;21.4;3561
1596600702262;19.5;55;5;2;21.4;3564
1596601001784;19.7;55;5;3;21.4;3564
1596601303997;19.6;55;6;2;21.4;3561
1596601600568;19.6;55;6;3;21.4;3561
1596601902413;19.6;55;7;2;21.4;3564
1596602201205;19.7;55;6;3;21.4;3561
1596602501784;19.6;55;8;2;21.4;3561
1596602803995;19.6;55;9;3;21.4;3561
1596603102446;19.6;55;8;2;21.4;3564
1596603400833;19.7;55;9;3;21.4;3561
1596603701302;19.5;55;8;2;21.4;3564
1596604004596;19.6;55;8;3;21.4;3564
1596604302205;19.7;55;11;2;21.4;3564
1596604602547;19.7;55;12;3;21.4;3561
1596604900934;19.7;55;13;2;21.4;3564
1596605202005;19.9;55;12;3;21.4;3564
1596605500781;19.8;55;14;2;21.4;3559
1596605803320;19.7;55;13;3;21.4;3561
1596606101855;19.7;55;14;2;21.5;3561
1596606401814;19.8;55;12;3;21.5;3561
1596606701784;19.8;55;11;2;21.5;3561
1596607002721;19.8;55;17;3;21.5;3564
1596607301617;19.9;55;19;2;21.5;3564
1596607603540;19.8;55;22;3;21.5;3561
1596607902418;19.9;55;22;2;21.5;3561
1596608202255;20;55;22;3;21.5;3561
1596608512431;19.9;55;22;2;21.5;3564
1596608800531;20;55;20;3;21.5;3561
1596609101391;20;55;21;2;21.6;3564
1596609401925;19.9;55;20;3;21.6;3564
1596609700431;20.1;55;20;2;21.6;3564
1596610008220;20;55;22;3;21.5;3564
1596610300734;20.1;55;24;2;21.6;3564
1596610602229;20;55;24;3;21.6;3564
1596610900385;20.1;55;25;2;21.6;3564
1596611200450;20.1;55;25;3;21.6;3564
1596611500406;20.2;55;24;2;21.6;3564
1596611801340;20.2;55;26;3;21.6;3564
1596612103422;20.2;55;27;2;21.6;3564
1596612400511;20.3;55;25;3;21.6;3564
1596612701025;20.2;55;24;2;21.7;3564
1596613004507;20.3;55;23;3;21.7;3564
1596613301752;20.3;55;25;2;21.7;3564
1596613600632;20.3;55;22;3;21.7;3564
1596613902560;20.3;55;26;2;21.7;3564
1596614208427;20.4;55;28;3;21.7;3564
1596614501937;20.3;55;29;2;21.7;3564
1596614801640;20.5;55;31;3;21.7;3564
1596615101113;20.4;55;34;2;21.7;3561
1596615400621;20.5;55;37;3;21.8;3564
1596615700031;20.6;55;37;2;21.8;3564
1596616001963;20.6;55;36;3;21.8;3564
1596616301412;20.7;55;32;2;21.8;3564
1596616602827;20.8;55;37;3;21.8;3564
1596616901768;20.7;55;26;2;21.8;3564
1596617200984;20.7;54;37;3;21.8;3564
1596617501472;20.8;54;42;2;21.8;3564
1596617799834;20.8;54;32;3;21.9;3564
1596618099496;20.8;54;43;2;21.9;3564
1596618400787;20.8;54;22;3;21.9;3564
1596618700916;20.9;54;26;2;21.9;3564
1596619008356;20.8;54;20;3;21.9;3564
1596619299592;20.9;54;29;2;21.9;3564
1596619601566;20.8;54;20;3;21.9;3564
1596619901270;20.9;54;22;2;21.9;3564
1596620200737;20.8;54;31;3;21.9;3564
1596620500214;20.8;54;35;2;21.9;3564
1596620800845;20.9;54;29;3;22;3564
1596621099638;20.9;54;24;2;22;3564
1596621401494;20.9;54;24;3;21.9;3564
1596621699734;20.8;54;21;2;22;3564
1596622013066;21;54;19;3;22;3564
1596622300583;20.9;54;22;2;22;3564
1596622613110;20.9;54;24;3;22;3564
1596622899335;20.9;54;28;2;22;3564
1596623201524;20.9;54;24;3;22;3567
1596623500584;20.9;54;20;2;22;3564
1596623802678;20.9;54;25;3;22;3564
1596624100378;20.9;54;31;2;22;3564
1596624402564;21;54;32;3;22.1;3564
1596624700745;20.9;54;26;2;22;3567
1596625005367;20.9;54;28;3;22;3564
1596625300803;21;54;33;2;22.1;3564
1596625599553;21;54;25;3;22.1;3564
1596625901109;21;54;21;2;22;3564
1596626199216;21;54;29;3;22.1;3564
1596626500243;20.9;54;27;2;22.1;3564
1596626800256;20.9;54;31;3;22.1;3564
1596627100733;20.9;54;31;2;22.1;3564
1596627399783;21.1;54;27;3;22.1;3564
1596627699805;21.2;54;33;2;22.1;3564
1596628011003;21.2;54;29;3;22.1;3564
1596628301122;21.2;54;27;2;22.1;3564
1596628600930;21.2;54;33;3;22.1;3564
1596628900275;21;54;31;2;22.1;3564
1596629199503;21;54;27;3;22.2;3564
1596629500234;21.1;54;27;2;22.1;3564
1596629800236;21.1;54;22;3;22.1;3564
1596630098636;21.1;54;23;2;22.2;3564
1596630399736;21.2;54;24;3;22.1;3564
1596630700113;21;54;26;2;22.1;3567
1596631009829;21.2;54;26;3;22.2;3564
1596631298639;21.1;54;28;2;22.2;3567
1596631600239;21.1;54;29;3;22.1;3567
1596631901996;21;54;30;2;22.2;3567
1596632199166;21.1;54;31;3;22.2;3567
1596632499765;21.2;54;28;2;22.2;3567
1596632813948;21.2;54;28;3;22.2;3567
1596633101190;21.2;54;30;2;22.2;3564
1596633398782;21.1;54;24;3;22.2;3564
1596633700351;21.2;54;34;2;22.2;3567
1596634006456;21.1;54;34;3;22.2;3564
1596634299919;21.2;54;39;2;22.2;3564
1596634599038;21.2;54;36;3;22.2;3567
1596634898556;21.1;54;44;2;22.2;3567
1596635199002;21.3;54;40;3;22.2;3564
1596635498815;21.2;54;42;2;22.2;3564
1596635801963;21.2;54;41;3;22.3;3564
1596636101105;21.2;54;84;2;22.3;3567
1596636410747;21.4;54;87;3;22.3;3564
1596636699946;21.4;54;103;2;22.3;3567
1596637001842;21.5;54;117;3;22.3;3567
1596637299269;21.5;54;109;2;22.4;3567
1596637599755;21.5;54;129;3;22.4;3567
1596637899584;21.7;54;110;2;22.4;3567
1596638200748;21.8;54;124;3;22.4;3564
1596638498125;21.8;54;122;2;22.4;3564
1596638799403;21.9;54;122;3;22.4;3564
1596639099813;21.9;54;105;2;22.4;3564
1596639398663;21.8;54;83;3;22.5;3569
1596639698387;21.6;54;42;2;22.4;3567
1596640003772;21.6;54;25;3;22.5;3567
1596640299203;21.5;54;18;2;22.5;3569
1596640599916;21.5;54;7;3;22.4;3567
1596640897930;21.4;54;6;2;22.5;3567
1596641200504;21.3;54;6;3;22.4;3567
1596641499534;21.4;54;5;2;22.5;3564
1596641798582;21.2;54;6;3;22.4;3567
1596642099574;21.2;54;9;2;22.4;3564
1596642399014;21.2;55;9;3;22.4;3567
1596642698643;21.1;54;7;2;22.4;3567
1596643001768;21.2;55;7;3;22.4;3567
1596643299152;21.1;55;6;2;22.4;3567
1596643599553;21.1;55;3;3;22.4;3567
1596643897937;21;55;2;2;22.4;3567
1596644198374;21;55;2;3;22.4;3564
1596644498559;21;55;2;2;22.3;3567
1596644797496;21;55;2;3;22.3;3564
1596645098868;21;55;2;2;22.3;3569
1596645398839;20.8;55;2;3;22.3;3567
1596645697371;20.9;55;1;2;22.3;3564
1596646002721;20.9;55;1;3;22.3;3567
1596646297784;20.8;55;1;2;22.3;3567
1596646598583;20.8;55;1;3;22.2;3564
1596646899707;20.8;55;1;2;22.2;3567
1596647197668;20.7;55;1;3;22.2;3569
1596647498255;20.9;55;0;2;22.2;3567
1596647800075;20.6;55;0;3;22.2;3564
1596648097204;20.7;55;0;2;22.2;3564
1596648398918;20.8;55;0;3;22.2;3564
1596648704911;20.6;55;0;2;22.2;3567
1596649005383;20.6;55;0;3;22.2;3564
1596649296989;20.6;55;0;2;22.2;3564
1596649599060;20.6;55;0;3;22.1;3567
1596649899228;20.6;55;0;2;22.2;3564
1596650200196;20.6;55;0;3;22.1;3564
1596650498473;20.7;55;0;2;22.1;3567
1596650806936;20.6;56;0;3;22.1;3567
1596651097753;20.6;55;0;2;22.2;3564
1596651400788;20.6;56;0;3;22.2;3567
1596651701112;20.5;56;0;2;22.1;3567
1596652004132;20.5;56;0;3;22.1;3564
1596652299461;20.5;56;0;2;22.1;3569
1596652598204;20.6;56;0;3;22.1;3567
1596652898264;20.5;56;0;2;22.1;3567
1596653197370;20.5;56;0;3;22.1;3564
1596653499318;20.4;56;0;2;22.1;3569
1596653798364;20.6;56;0;3;22.1;3567
1596654098729;20.4;56;0;2;22.1;3567
1596654402516;20.4;56;0;3;22;3567
1596654697852;20.4;56;0;2;22.1;3564
1596655002758;20.4;56;0;3;22;3564
1596655297986;20.4;56;0;2;22;3567
1596655597583;20.4;56;0;3;22.1;3564
1596655897475;20.4;56;0;2;22;3564
1596656198203;20.3;56;0;3;22;3564
1596656497384;20.3;56;0;2;22;3564
1596656798502;20.5;56;0;3;22;3564
1596657099432;20.5;56;0;2;22.1;3567
1596657397384;20.4;56;0;3;22;3567
1596657697457;20.3;56;0;2;22;3564
1596658007417;20.3;56;0;3;22;3564
1596658297750;20.3;56;0;2;22.1;3564
1596658604196;20.4;56;0;3;22;3567
1596658900233;20.3;56;0;2;22.1;3564
1596659197380;20.3;56;0;3;22;3564
1596659498196;20.4;56;0;2;22;3564
1596659797147;20.4;56;0;3;22;3564
1596660099519;20.4;56;0;2;22;3564
1596660398739;20.4;56;0;3;22;3564
1596660698042;20.3;56;0;2;22;3564
1596661003464;20.3;56;0;3;22;3564
1596661296578;20.3;56;0;2;22;3564
1596661596338;20.3;56;0;3;22;3564
1596661896184;20.3;56;0;2;22;3567
1596662218323;20.3;56;0;3;22;3564
1596662497422;20.2;56;0;2;22;3564
1596662796247;20.3;56;0;3;21.9;3564
1596663096811;20.3;56;0;2;21.9;3564
1596663398249;20.3;56;0;3;21.9;3567
1596663696955;20.3;56;0;2;22;3564
1596663997995;20.2;56;0;3;21.9;3564
1596664296316;20.3;56;0;2;21.9;3564
1596664601014;20.2;56;0;3;21.9;3564
1596664896541;20.3;56;0;2;21.9;3567
1596665197623;20.3;56;0;3;21.9;3564
1596665497495;20.3;56;0;2;21.9;3564
1596665796953;20.2;56;0;3;21.9;3564
1596666096066;20.3;56;0;2;21.9;3564
1596666396121;20.2;56;0;3;21.9;3564
1596666697509;20.3;56;0;2;22;3567
1596667004505;20.3;56;0;3;21.9;3564
1596667299237;20.3;56;0;2;21.9;3564
1596667598993;20.1;56;0;3;21.9;3564
1596667899273;20.2;56;0;2;21.9;3564
1596668198626;20.3;56;0;3;21.9;3564
1596668498050;20.2;56;0;2;21.9;3564
1596668796322;20.3;56;0;3;21.9;3564
1596669098514;20.3;56;0;2;21.9;3564
1596669398126;20.2;56;0;3;21.9;3564
1596669695730;20.3;56;0;2;21.9;3564
1596669999665;20.2;56;0;3;21.9;3564
1596670300173;20.1;56;0;2;21.9;3564
1596670599771;20.3;56;0;3;21.9;3564
1596670898332;20.2;56;0;2;21.9;3567
1596671197059;20.1;56;0;3;21.9;3564
1596671500158;20.2;56;0;2;21.9;3564
1596671796553;20.1;56;0;3;21.9;3564
1596672097631;20.2;56;0;2;21.9;3564
1596672397832;20.1;56;0;3;21.9;3564
1596672697230;20.1;56;0;2;21.8;3564
1596673003016;20.2;56;0;3;21.9;3564
1596673297850;20.1;56;0;2;21.9;3564
1596673599658;20.2;56;0;3;21.8;3564
1596673896340;20.1;56;0;2;21.9;3564
1596674197499;20.2;56;0;3;21.9;3564
1596674497387;20.1;57;0;2;21.9;3564
1596674796897;20.1;56;0;3;21.8;3564
1596675099597;20.1;56;0;2;21.8;3564
1596675396621;20.1;56;0;3;21.9;3564
1596675696753;20;57;0;2;21.9;3564
1596676001590;20.1;57;0;3;21.8;3564
1596676297759;20.2;57;0;2;21.8;3564
1596676596384;20;56;0;3;21.9;3564
1596676897927;20.1;56;0;2;21.8;3564
1596677198238;20.1;57;0;3;21.8;3564
1596677495221;20;57;0;2;21.8;3564
1596677795052;20.1;56;0;3;21.8;3564
1596678096717;20.1;56;0;2;21.8;3564
1596678395863;20.1;57;0;3;21.8;3564
1596678697604;20;56;0;2;21.8;3564
1596679002846;20.1;56;0;3;21.8;3564
1596679294986;20;57;1;2;21.8;3564
1596679596570;20.1;57;0;3;21.8;3564
1596679894805;19.9;56;0;2;21.8;3564
1596680196387;20;56;1;3;21.8;3564
1596680496038;20.1;57;1;2;21.8;3564
1596680795383;20;56;1;3;21.8;3564
1596681096033;20.1;57;1;2;21.8;3567
1596681394988;20.1;56;1;3;21.8;3564
1596681695955;20.1;56;1;2;21.8;3564
1596682000425;19.9;56;1;3;21.8;3564
1596682296733;19.9;57;1;2;21.8;3564
1596682595600;20;57;1;3;21.8;3564
1596682896254;20;56;2;2;21.8;3564
1596683197245;20;56;2;3;21.8;3564
1596683495352;19.9;57;2;2;21.8;3564
1596683796265;20;56;2;3;21.8;3564
1596684095783;20.1;56;3;2;21.8;3564
1596684397019;19.9;57;3;3;21.8;3564
1596684697401;20;56;3;2;21.8;3564
1596685002882;20;56;4;3;21.8;3564
1596685296447;20;56;4;2;21.8;3564
1596685596733;20.1;56;5;3;21.9;3564
1596685896901;20.1;56;6;2;21.8;3564
1596686198822;20.2;56;6;3;21.8;3564
1596686495626;20.1;56;5;2;21.8;3564
1596686795215;20.2;56;5;3;21.8;3564
1596687095499;20.2;56;6;2;21.8;3564
1596687402311;20.2;56;6;3;21.8;3564
1596687695051;20.2;56;6;2;21.8;3564
1596688001843;20.2;56;4;3;21.8;3564
1596688295581;20.3;56;4;2;21.8;3564
1596688595295;20.3;56;5;3;21.8;3564
1596688895328;20.2;56;6;2;21.8;3564
1596689195783;20.2;56;10;3;21.8;3564
1596689495210;20.2;56;10;2;21.8;3564
1596689795848;20.2;56;10;3;21.9;3564
1596690095556;20.2;56;10;2;21.9;3564
1596690395383;20.3;56;9;3;21.8;3564
1596690695576;20.2;56;12;2;21.9;3564
1596691001249;20.4;56;12;3;21.9;3564
1596691295187;20.3;56;13;2;21.9;3564
1596691595707;20.4;56;14;3;21.9;3564
1596691894587;20.3;56;15;2;21.9;3564
1596692193902;20.4;56;16;3;21.9;3564
1596692494787;20.5;56;16;2;21.9;3564
1596692793639;20.4;56;16;3;21.9;3564
1596693093813;20.5;56;16;2;21.9;3564
1596693398184;20.6;56;17;3;21.9;3564
1596693694025;20.4;57;12;2;21.9;3564
1596693996871;20.6;56;15;3;22;3567
1596694294939;20.6;56;16;2;21.9;3567
1596694593698;20.6;56;18;3;22;3564
1596694893856;20.5;56;16;2;21.9;3564
1596695198132;20.6;56;14;3;22;3567
1596695494924;20.6;56;13;2;22;3564
1596695793553;20.6;57;10;3;22;3564
1596696094803;20.7;57;13;2;22;3564
1596696395921;20.7;57;17;3;22;3567
1596696695178;20.6;57;13;2;22;3564
1596696997666;20.7;57;17;3;22.1;3564
1596697305192;20.8;57;16;2;22.1;3564
1596697593313;20.8;57;14;3;22;3567
1596698195317;20.8;57;20;3;22.1;3564
1596698495946;20.8;57;22;2;22.1;3564
1596698799492;20.8;57;21;3;22.1;3564
1596699096593;20.9;57;22;2;22.1;3564
1596699394222;20.8;57;18;3;22.1;3564
1596699694948;20.9;57;23;2;22.1;3564
1596700001968;20.9;57;17;3;22.1;3564
1596700294376;21;57;21;2;22.2;3567
1596700593167;21;57;27;3;22.2;3564
1596700893983;21.1;57;20;2;22.2;3567
1596701195183;21;57;10;3;22.2;3567
1596701493748;20.9;57;8;2;22.2;3564
1596701794796;21;57;9;3;22.2;3564
1596702095508;21;57;16;2;22.2;3567
1596702393034;21.1;57;23;3;22.2;3567
1596702693865;21.1;57;27;2;22.3;3567
1596703003016;21.1;57;20;3;22.2;3567
1596703294575;21.1;57;18;2;22.2;3567
1596703595141;21;57;9;3;22.3;3569
1596703893592;21.1;57;30;2;22.2;3564
1596704195245;21.1;57;31;3;22.3;3567
1596704492845;21;57;27;2;22.3;3564
1596704793593;21.1;57;29;3;22.3;3564
1596705094296;21.1;57;25;2;22.3;3567
1596705394203;21.3;57;17;3;22.3;3567
1596705693107;21.2;57;19;2;22.3;3567
1596705996135;21.3;57;21;3;22.4;3567
1596706293943;21.3;57;19;2;22.4;3567
1596706593123;21.4;57;28;3;22.4;3567
1596706895193;21.4;57;28;2;22.4;3564
1596707195248;21.4;57;29;3;22.4;3567
1596707493740;21.5;57;27;2;22.4;3567
1596707795065;21.3;57;28;3;22.4;3567
1596708093810;21.4;57;28;2;22.4;3567
1596708393497;21.5;57;27;3;22.4;3569
1596708694260;21.6;57;27;2;22.4;3567
1596709004383;21.7;57;27;3;22.5;3569
1596709292497;21.5;57;25;2;22.5;3567
1596709595361;21.5;57;25;3;22.5;3569
1596709893642;21.7;57;26;2;22.5;3569
1596710193791;21.6;57;26;3;22.5;3567
1596710492823;21.6;57;27;2;22.5;3567
1596710796052;21.7;57;32;3;22.5;3567
1596711092385;21.8;57;34;2;22.6;3567
1596711393033;21.7;57;14;3;22.5;3569
1596711692406;21.7;57;26;2;22.5;3569
1596711998957;21.7;57;17;3;22.6;3567
1596712292945;21.7;57;32;2;22.6;3567
1596712593894;21.7;57;38;3;22.6;3567
1596712893204;21.8;57;29;2;22.6;3567
1596713192693;21.7;57;30;3;22.6;3567
1596713493156;21.8;57;16;2;22.6;3569
1596713792123;21.7;57;34;3;22.6;3569
1596714092600;21.7;57;13;2;22.6;3567
1596714392273;21.7;57;7;3;22.6;3567
1596714693555;21.7;57;4;2;22.6;3567
1596714995838;21.6;57;3;3;22.6;3569
1596715293341;21.6;57;4;2;22.6;3569
1596715593613;21.5;57;6;3;22.6;3567
1596715892649;21.6;57;10;2;22.6;3567
1596716192534;21.5;57;7;3;22.6;3567
1596716491783;21.6;57;4;2;22.6;3569
1596716793983;21.6;57;3;3;22.6;3567
1596717091855;21.5;57;5;2;22.6;3567
1596717392179;21.6;57;11;3;22.6;3569
1596717691922;21.6;57;20;2;22.6;3569
1596717998510;21.5;57;14;3;22.6;3567
1596718293386;21.5;57;20;2;22.6;3569
1596718592052;21.5;57;72;4;22.6;3569
1596718892384;21.7;57;65;2;22.7;3567
1596719194760;21.7;57;9;3;22.7;3567
1596719492512;21.6;57;9;2;22.7;3569
1596719796984;21.6;57;15;3;22.7;3567
1596720094321;21.7;57;26;2;22.7;3569
1596720392825;21.8;57;29;3;22.7;3567
1596720693935;21.7;57;28;2;22.7;3569
1596721000115;21.6;57;45;3;22.7;3569
1596721292393;21.6;57;42;2;22.7;3569
1596721594449;21.6;58;39;3;22.7;3569
1596721892902;21.6;58;17;2;22.8;3569
1596722195940;21.6;58;61;3;22.8;3569
1596722493621;21.8;58;79;2;22.8;3569
1596722797072;21.9;58;98;3;22.8;3569
1596723093888;21.9;58;107;2;22.8;3569
1596723391929;22;58;98;3;22.8;3569
1596723693456;21.9;58;19;2;22.8;3569
1596723991869;22.1;58;99;3;22.8;3569
1596724292903;22.1;58;97;2;22.8;3569
1596724596163;22.1;58;71;3;22.9;3569
1596724892816;21.9;58;18;2;22.8;3569
1596725192464;21.9;58;4;3;22.9;3569
1596725492511;21.8;58;5;2;22.9;3569
1596725798978;21.9;58;2;3;22.8;3569
1596726091605;21.7;58;3;2;22.9;3569
1596726396503;21.6;58;6;3;22.8;3569
1596726695561;21.7;58;10;2;22.8;3569
1596726993319;21.6;58;10;3;22.8;3569
1596727292853;21.6;58;7;2;22.8;3569
1596727598789;21.5;58;3;3;22.9;3569
1596727892577;21.6;58;2;2;22.8;3569
1596728193145;21.5;58;2;3;22.9;3569
1596728491112;21.6;58;2;2;22.8;3569
1596728793331;21.4;59;2;3;22.8;3569
1596729091914;21.5;59;2;2;22.7;3569
1596729394183;21.4;59;3;3;22.8;3569
1596729692183;21.3;59;3;2;22.8;3569
1596729992060;21.3;59;8;3;22.7;3569
1596730291226;21.5;59;4;2;22.8;3569
1596730598184;21.4;59;3;3;22.7;3569
1596730892945;21.3;59;2;2;22.7;3569
1596731191649;21.3;59;2;3;22.7;3569
1596731491507;21.2;59;2;2;22.7;3569
1596731792032;21.3;59;2;3;22.7;3569
1596732091875;21.2;59;1;2;22.8;3569
1596732393588;21.3;59;1;3;22.7;3569
1596732690722;21.3;59;1;2;22.7;3569
1596732993299;21.2;59;1;3;22.7;3569
1596733293226;21.3;59;1;2;22.7;3569
1596733595271;21.3;60;1;3;22.7;3569
1596733891622;21.2;60;1;2;22.7;3569
1596734194760;21.2;60;0;3;22.7;3569
1596734492183;21.1;60;0;2;22.7;3569
1596734791606;21.2;60;0;3;22.6;3569
1596735090955;21.2;60;0;2;22.6;3569
1596735391236;21.2;60;0;3;22.7;3569
1596735692730;21.2;60;0;2;22.6;3569
1596735991654;21.1;60;0;3;22.7;3569
1596736291862;21;60;0;2;22.7;3569
1596736599086;21.1;60;0;3;22.7;3569
1596736892217;21.1;60;0;2;22.6;3569
1596737192789;21;60;0;3;22.6;3569
1596737490798;21;60;0;2;22.6;3569
1596737792015;21;60;0;3;22.6;3569
1596738091835;21.2;60;0;2;22.6;3569
1596738392983;21.1;60;0;3;22.6;3569
1596738690998;21;60;0;2;22.6;3569
1596738990338;21;60;0;3;22.6;3569
1596739291661;21;60;0;2;22.6;3569
1596739598250;21.1;60;0;3;22.6;3567
1596739892595;21;60;0;2;22.6;3569
1596740191530;21.1;60;0;3;22.6;3569
1596740496544;21.1;60;30;2;22.6;3567
1596740790784;21;60;0;3;22.6;3569
1596741090515;21;60;0;2;22.5;3569
1596741392436;21;60;0;3;22.6;3569
1596741691858;20.9;60;0;2;22.6;3569
1596741989643;21;60;0;3;22.5;3569
1596742291582;20.9;60;0;2;22.5;3569
1596742595954;20.9;60;0;3;22.6;3569
1596742892321;20.9;60;0;2;22.5;3569
1596743195384;20.9;60;0;3;22.5;3569
1596743491950;20.9;60;0;2;22.5;3569
1596743791308;20.9;60;0;3;22.5;3569
1596744090985;20.9;60;0;2;22.5;3569
1596744393215;20.9;60;0;3;22.5;3569
1596744692012;20.9;60;0;2;22.5;3569
1596744992621;20.9;60;0;3;22.5;3569
1596745290588;20.9;60;0;2;22.4;3567
1596745595547;20.9;60;0;3;22.5;3567
1596745890227;20.9;60;0;2;22.5;3569
1596746190840;20.7;60;0;3;22.5;3569
1596746490055;20.9;60;0;2;22.5;3569
1596746792472;20.8;60;0;3;22.5;3567
1596747089898;20.8;60;0;2;22.5;3569
1596747389667;20.9;60;0;3;22.5;3569
1596747691611;20.8;60;0;2;22.4;3567
1596747993143;20.8;60;0;3;22.5;3569
1596748289986;20.8;60;0;2;22.4;3569
1596748595280;20.8;60;0;3;22.5;3569
1596748890198;20.8;59;0;2;22.5;3569
1596749195406;20.8;60;0;3;22.4;3569
1596749489300;20.8;60;0;2;22.4;3569
1596749790974;20.8;59;0;3;22.4;3567
1596750090033;20.8;59;0;2;22.4;3569
1596750391808;20.9;59;0;3;22.4;3567
1596750690613;20.9;59;0;2;22.5;3569
1596750993658;20.7;59;0;3;22.4;3567
1596751290127;20.8;59;0;2;22.5;3567
1596751598374;20.7;59;0;3;22.4;3569
1596751890804;20.7;59;0;2;22.4;3569
1596752190327;20.7;59;0;3;22.4;3569
1596752489040;20.7;59;0;2;22.4;3569
1596752789842;20.7;59;0;3;22.4;3569
1596753091327;20.7;59;0;2;22.4;3569
1596753395376;20.7;59;0;3;22.4;3569
1596753689053;20.7;59;0;2;22.4;3569
1596753991375;20.7;59;0;3;22.4;3569
1596754290335;20.6;59;0;2;22.4;3569
1596754594597;20.8;59;0;3;22.4;3569
1596754890854;20.7;59;0;2;22.4;3567
1596755190138;20.6;59;0;3;22.4;3569
